id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6883677,Penthouse with balcony,13612293,Philip,,Indre By,55.67931106855713,12.58719273513682,Private room,889,1,2,2015-06-29,0.08,1,0
13194836,Apartment w/balcony in the heart of Christianshavn,59887968,Jonathan Pihl,,Indre By,55.67511584606306,12.598302102885114,Entire home/apt,748,3,1,2016-08-12,0.10,1,6
16582945,Wonderful Copenhagen nice room,44907256,Preben,,Indre By,55.68827473425132,12.58337437156354,Private room,345,2,13,2017-06-06,3.20,2,0
16255230,"Charming, cosy flat next to Tivoli",81710424,Stine,,Indre By,55.66932283348131,12.572917347608525,Entire home/apt,1248,1,5,2017-05-28,0.80,1,341
6097124,"Nordic, renovated apartment in the center",15879979,Jonathan,,Indre By,55.67699001835303,12.583314416235208,Entire home/apt,1792,4,19,2017-06-06,0.73,1,97
6634515,MODERN AND COSY DECORATED FLAT,34725824,Emilie,,Indre By,55.6851101079132,12.56694650210378,Entire home/apt,603,2,20,2016-12-31,1.11,1,0
2451557,New Yorker apartment in Copenhagen,12535219,Frederik,,Indre By,55.67838512400392,12.575674280076164,Entire home/apt,1497,2,50,2017-06-09,1.28,1,324
4745330,Apartment central CPH,14848693,Sidsel,,Indre By,55.69619051794792,12.578192703698438,Entire home/apt,550,5,0,,,1,21
7486481,Cosy appartment centrally located,31892834,Aleksandar,,Indre By,55.68135704511803,12.562352064479736,Entire home/apt,848,4,8,2016-09-22,0.36,1,0
7933595,Nice flat in quiet central location,14399771,Lars Haaber,,Indre By,55.68625334404998,12.587303973963554,Entire home/apt,816,3,6,2016-01-31,0.27,1,311
3280534,"Copenhagen City, private terrace",1677380,Line & Viggo,,Indre By,55.68559874787345,12.566716601582584,Entire home/apt,2602,2,9,2017-06-11,0.25,1,40
6753951,Cosy family flat in museum quarter.,35362333,Nikolaj,,Indre By,55.67456864333193,12.573298105795594,Entire home/apt,1102,2,5,2015-07-27,0.21,1,0
14134550,Charming - Central - Clean + Private Living Room,14277352,Shamir,,Indre By,55.67848654558967,12.576792568579767,Private room,850,2,8,2016-09-27,0.78,1,141
17083672,City center - lux apt - 3 bedrooms,2737756,Mads,,Indre By,55.67857219447702,12.570415037916337,Private room,2225,1,6,2017-06-11,1.86,6,316
17131188,Apartment in central Copenhagen,114812497,Svend,,Indre By,55.680547190520336,12.56327723828339,Entire home/apt,735,2,6,2017-05-20,2.02,1,83
8218669,Peaceful apartment in central Cph!,17139260,Anna Berit,,Indre By,55.680354433905904,12.57326444396155,Entire home/apt,1404,3,12,2016-12-04,0.59,1,0
6711322,Lovely apartment in the city centre,34173901,Liv Rabøl,,Indre By,55.681935903293166,12.56412729340529,Entire home/apt,1046,4,11,2017-04-12,0.46,1,0
4155326,Charming and bright near downtown.,21559060,Louise,,Indre By,55.692212894922996,12.576043237679908,Private room,497,1,90,2017-06-01,3.51,1,241
19097560,Simple City Room in great location,50703378,Lucas,,Indre By,55.68834653957554,12.577630891843214,Entire home/apt,497,2,1,2017-06-09,1,2,331
26473,City Centre Townhouse Sleeps 12,112210,Oliver,,Indre By,55.67589546993193,12.576976872044,Entire home/apt,3086,3,201,2017-06-11,2.47,2,200
13952616,"Nordic style apartment, great location, 92m2",2602483,David,,Indre By,55.69168862935534,12.575127261026408,Entire home/apt,874,1,1,2016-08-04,0.09,1,0
12183138,Charming Bohemian apartment in City,20635868,Eva,,Indre By,55.68013054242984,12.573319326930436,Entire home/apt,689,4,15,2017-06-11,1.16,1,23
747065,Beautiful apartment in the center ,3920672,William,,Indre By,55.68230818340954,12.575266408371654,Entire home/apt,1603,3,20,2017-06-12,0.36,1,346
1816543,"Super central, and quiet - hosts 6",9513793,Hursh,,Indre By,55.68980620020425,12.596674681692232,Entire home/apt,1000,2,46,2017-05-07,1.12,1,0
15755652,Nice room in Copenhagen,1510356,Simon,,Indre By,55.68379511620586,12.566028097829287,Private room,1199,1,1,2016-11-03,0.13,1,88
19097991,Live Like a King - Amaliegade,133409503,Luis,,Indre By,55.68450719515952,12.594822041560734,Private room,669,3,0,,,1,62
13527413,Big central apartment with balcony,11504986,Svend,,Indre By,55.68335054525398,12.57352382226996,Entire home/apt,1947,2,0,,,2,0
2713104,Cozy apartment in the heart of CPH ,13882732,Steffen,,Indre By,55.67886952995592,12.568197255758363,Entire home/apt,901,3,33,2017-05-01,0.91,1,165
14913797,Stille værelse i fredet ejendom,72830793,Karoline,,Indre By,55.687796910948514,12.58002975247474,Private room,676,2,18,2017-06-10,1.94,1,3
14247436,"Spacious (123m2), light Victorian 4 room flat",3358453,Benjamin,,Indre By,55.69658324564418,12.585914877992161,Entire home/apt,1298,3,2,2016-12-30,0.27,2,18
26057,Lovely house - most attractive area,109777,Kari,,Indre By,55.69162651586008,12.574590694511738,Entire home/apt,2000,2,26,2017-05-23,0.60,1,284
5203533,Rummelig lejl i hjertet af KBH,24801534,Marianne,,Indre By,55.68157870744277,12.562770414403293,Entire home/apt,993,3,6,2016-07-26,0.28,1,50
1220002,Cosy room close to the heart of CPH,3694728,Christina,,Indre By,55.69143914068924,12.577037706861999,Private room,651,1,151,2017-06-10,3.13,1,126
12936634,Beautiful parisien apartment i CPH,53720848,Helle,,Indre By,55.69082754241727,12.57985530924427,Entire home/apt,3497,4,0,,,1,0
15492522,"Lovely apartment, 5 min from city center",99490045,Freja,,Indre By,55.671320098211915,12.590199671282534,Entire home/apt,801,7,8,2017-06-12,1.45,1,14
17829387,Amazing Townhouse in Central Copenhagen,33881271,Peter,,Indre By,55.69155255565294,12.573932250640238,Entire home/apt,1799,4,0,,,1,50
1248767,Central child-friendly townhouse,6804362,Maria,,Indre By,55.68579206556207,12.61342781171786,Entire home/apt,1201,2,18,2016-10-17,0.51,1,222
15593114,Whole apartment right in the centre of Copenhagen,23522942,Thor,,Indre By,55.68141314988371,12.589092575413632,Entire home/apt,748,2,3,2017-05-21,0.46,2,28
331236,The Heart of Copenhagen !,1689175,Gerard,,Indre By,55.680930597057156,12.559444057100167,Entire home/apt,1115,4,16,2016-09-26,0.46,1,12
5311940,Clean and bright city center flat,4131978,Inge,,Indre By,55.68634204235293,12.583466192323053,Entire home/apt,1248,3,14,2017-04-13,1.16,1,32
5072214,2 floor in the heart of Copenhagen,26193546,Fayza,,Indre By,55.68653367095843,12.585691103473511,Entire home/apt,1451,1,43,2017-05-29,1.62,1,324
6972756,Bedroom and living room in Downtown CPH,36561066,Arthur,,Indre By,55.687121365241346,12.588749558788404,Private room,550,2,6,2016-08-14,0.26,1,28
7759153,Charmerende 2v lejlighed Østerbro!!,40132217,Sophie,,Indre By,55.69577809843958,12.57999819602795,Entire home/apt,583,2,33,2017-06-13,1.48,1,331
1074466,Penthouse with Big Sunny Terrace!!,5832457,Stine,,Indre By,55.68055122121156,12.562167422373347,Entire home/apt,1152,2,45,2017-05-31,0.89,1,279
812320,Apt. on Christianshavn w. balconies,4270618,Edda,,Indre By,55.676887240609595,12.599669119358671,Entire home/apt,1000,5,5,2015-09-08,0.10,1,246
6360479,"160 m2, perfectly located, bright and beautiful",33136525,Edith,,Indre By,55.68521779415029,12.571122123833005,Entire home/apt,1699,4,19,2016-09-18,0.84,1,37
1102901,Room with view to the lakes,3292724,Helle,,Indre By,55.67932374622044,12.560991125830133,Private room,497,1,99,2017-06-10,2.53,1,323
19096846,Small cozy room in the heart of Copenhagen,39323999,Victor,,Indre By,55.687296729285386,12.57888387286442,Private room,298,2,0,,,1,17
13122431,Big centrally-located & family-friendly apartment,69403774,Philippa,,Indre By,55.69476950959736,12.579517115490209,Entire home/apt,901,4,0,,,1,0
17130719,Beautiful bright flat on 4th floor (136 m2),115143890,Emil,,Indre By,55.67695866113256,12.566891277411381,Entire home/apt,1451,3,2,2017-05-14,0.51,1,0
13963470,Very nice room - with the best location 25m2,79949578,Per,,Indre By,55.69446510904132,12.589283079726647,Private room,649,1,5,2017-06-05,0.45,4,8
10511101,In the centre of central Copenhagen,14088607,Kianoush,,Indre By,55.679410261572706,12.570753562060773,Private room,464,1,16,2017-03-31,0.98,1,0
527702,Nordic Loft Christianshavn ,1203690,Jacob,,Indre By,55.67201339446994,12.588744749745599,Entire home/apt,664,2,55,2017-06-04,1.42,1,186
5595849,Gorgeous lake front apt,10508195,Ea Gullan,,Indre By,55.68863657734011,12.564690480617374,Entire home/apt,1000,4,8,2015-08-10,0.30,2,296
6753578,Nice Room in shared appartment,18449176,Philipp,,Indre By,55.6837909079555,12.614766776388436,Private room,412,4,3,2017-04-16,0.41,1,256
18704234,Prime location.Spacious in charming 1752 townhouse,23689442,Maria,,Indre By,55.67702903450692,12.572868338325653,Entire home/apt,1053,2,0,,,1,120
18311008,Nice and cosy room in the heart of the city,63113631,Emilie,,Indre By,55.67925506837515,12.573313610198193,Private room,596,2,6,2017-06-01,4.50,3,41
9768188,Charming Copenhagen apartment,50367459,Jens G.,,Indre By,55.686801241380294,12.580187472214533,Entire home/apt,1500,1,2,2016-08-01,0.18,1,0
2886912,116 M2 IN THE CITY CENTER,14746317,Anna & Mads,,Indre By,55.681482465183365,12.574929193271343,Entire home/apt,1049,1,0,,,1,0
2123545,"Charming flat downtown, Fireplace",6092845,Jonas & Rie,,Indre By,55.676216957556605,12.57090700719993,Entire home/apt,1099,3,10,2017-05-29,0.28,1,15
10958006,Dejlig lejlighed I København,41527389,Volker,,Indre By,55.67551627720752,12.597296831585808,Entire home/apt,689,2,14,2016-08-29,0.88,1,0
37159,Unique space on greatest location,160390,Jeanette,,Indre By,55.68572177036375,12.56749348062572,Entire home/apt,1742,5,10,2017-05-27,0.12,1,355
222915,Cozy apartment all to yourself,1157622,Carl Johan,,Indre By,55.680577280051985,12.574773512402121,Entire home/apt,947,3,92,2016-07-12,1.34,1,0
7300814,Charming apartment with balcony,4853055,Hanna,,Indre By,55.67613344926271,12.598761536324682,Entire home/apt,801,2,38,2017-06-06,1.66,1,2
7277493,Spectacular view from cosy flat,38101822,Mads,,Indre By,55.67138782926855,12.588100971695138,Entire home/apt,803,4,3,2016-08-29,0.20,1,9
10643142,Apartment central Copenhagen,54954521,Daniel,,Indre By,55.67967307925907,12.58905627805991,Entire home/apt,702,2,2,2017-05-15,1.50,1,39
3565253,Big room in the city heart,17951880,Ingrid Oustrup,,Indre By,55.68298493567949,12.585331924757828,Private room,457,4,3,2017-06-04,0.17,1,281
2320048,Big apartment central in Copenhagen,11848588,Peter,,Indre By,55.67944175053584,12.588139830666895,Entire home/apt,3000,4,11,2016-07-30,0.29,1,165
2427718,Luxury apartment close to the Opera,12409894,Andreas,,Indre By,55.67772957848371,12.605701013385659,Entire home/apt,6001,1,0,,,1,0
15076121,Nice NEW cosy apartment in the city center!,20254612,Lene,,Indre By,55.68093665638453,12.569003674621856,Entire home/apt,1447,2,34,2017-05-29,4.32,5,0
16736883,"UNIQUE LOCATION, CityCenter & Charming - Renovated",74612895,Gagiu,,Indre By,55.67932499194246,12.573549831358113,Entire home/apt,1391,2,23,2017-06-10,5.00,3,107
7998203,Small studio flat with lake view + drums,13541610,Emilie,,Indre By,55.69705235566136,12.578934262304271,Entire home/apt,498,3,3,2017-05-21,0.14,1,0
7299668,Bedroom &  Private Lounges By Canal,38235510,Annette,,Indre By,55.676972725417336,12.596135417072439,Entire home/apt,815,2,15,2017-05-23,0.70,1,0
9921090,Absolute Best Location in Old Town,5979487,Kenneth,,Indre By,55.682052208900764,12.576702576582107,Entire home/apt,1186,2,38,2017-06-08,2.56,1,114
4131552,Stay in the charming Latin Quarter,21434549,Johnny,,Indre By,55.677456306538275,12.576882403597814,Entire home/apt,1201,1,57,2017-06-14,1.82,5,319
16373539,Unique modern apartment located in the city centre,83452020,Oline,,Indre By,55.674587124541226,12.574712654254569,Entire home/apt,1347,2,1,2017-01-01,0.18,8,106
16843217,Nice little apartment in Christianshavn,85286356,Helena,,Indre By,55.67160885442414,12.596166465825789,Entire home/apt,597,1,0,,,1,0
13351693,150 m2 and very spacious apartment w/balcony,152886,J.,,Indre By,55.68251213855085,12.571713179780678,Entire home/apt,1351,4,2,2016-07-07,0.17,1,31
18221774,Charming apartment in city centre,8246757,Sara,,Indre By,55.681597949848936,12.585896924462649,Entire home/apt,1102,2,0,,,2,232
6621870,"",12646058,Kim,,Indre By,55.67277358091437,12.59529154761671,Entire home/apt,1055,6,0,,,1,0
14289549,Cozy apartment in Central Copenhagen!,81311657,Martin,,Indre By,55.68349168741457,12.58181851059003,Entire home/apt,1401,3,8,2017-05-25,1.03,1,82
9003537,Perfectly located flat in Cph,47017954,Anna,,Indre By,55.68286585348432,12.568159030579794,Entire home/apt,1099,1,18,2017-06-04,1.60,1,174
7299597,"Stunning location, just renovated",7420585,Amalie,,Indre By,55.68761089563276,12.591171868602666,Entire home/apt,748,4,8,2017-04-23,0.38,1,19
855758,Central & lovely 2-rooms apartment,4472213,Marie,,Indre By,55.68511420541029,12.586753949934241,Entire home/apt,903,4,3,2016-09-17,0.23,1,4
6753941,Charming apartment from 1735 in Cph,35361956,Ditte-Marie,,Indre By,55.6821888530518,12.575237492604087,Entire home/apt,783,2,107,2017-06-12,4.71,1,176
16015822,Cozy Lake-View Room in the City Center,15080123,Daniela,,Indre By,55.69136114028467,12.570439109510973,Private room,397,1,8,2017-02-17,1.21,1,253
16802243,Close to Tivoli & City Center,22050056,Jan,,Indre By,55.66974837485474,12.57009958418271,Entire home/apt,2047,3,7,2017-05-29,2.44,1,41
14180792,Brand new apartment in the heart of Copenhagen,42367723,Rasmus,,Indre By,55.688048583492616,12.588671138104452,Entire home/apt,1040,2,27,2017-06-13,2.62,1,170
722641,Apartment in Copenhagen city center,3732373,Rasmus,,Indre By,55.68382717993185,12.584869444390845,Entire home/apt,996,5,4,2015-10-01,0.12,1,363
15599308,Luxurious flat with balcony and prime location,39142610,Anne Sophie,,Indre By,55.67896687199571,12.588090552336357,Entire home/apt,1401,2,12,2017-06-03,3.50,1,195
15992512,Charming city house in an amazing location,103938165,Liza Parnov,,Indre By,55.67124670053501,12.591140432539397,Entire home/apt,889,4,19,2017-05-03,2.79,1,1
14091951,"In the center 100m from ""strøget""(shopping street)",57869975,Tea & Tore,,Indre By,55.67824548346217,12.57495067110829,Private room,451,1,52,2017-05-30,4.86,3,28
12912312,View of the lakes,41837934,Pia,,Indre By,55.684489317126776,12.563233397072127,Entire home/apt,2502,2,0,,,1,0
3540616,Apt. with bikes in the heart of CPH,17823229,Jonas,,Indre By,55.68291210330146,12.566002908324647,Entire home/apt,903,3,18,2016-10-13,0.54,1,165
17630858,Downtown flat (155m2) in walking street of CPH,9679167,Anne,,Indre By,55.67700428578642,12.570676638117282,Entire home/apt,1500,3,0,,,1,6
4851331,Room in a strategic location,19961410,Carlotta,,Indre By,55.68977414638709,12.575592685640425,Private room,372,2,4,2016-11-09,0.30,2,48
14180788,Luxury city centre Studio apartment with lake view,37300084,Chris,,Indre By,55.689539784510444,12.567625082215354,Entire home/apt,596,3,1,2016-09-24,0.11,1,0
18679424,Room in the city center,113997902,Lukas,,Indre By,55.677643186369785,12.568773049428794,Private room,451,3,0,,,1,56
1073548,80 m2 in the center of Copenhagen,5905409,Karen,,Indre By,55.68597062807396,12.58293701879276,Entire home/apt,570,4,27,2016-08-22,0.55,1,5
13918615,Lovely townhouse close to city,7319990,Lotte,,Indre By,55.685498686076,12.614483762566605,Entire home/apt,1099,3,0,,,1,113
3432838,Sunny and spacious in central CPH,17300081,Henrik,,Indre By,55.69042148509142,12.575320762682932,Entire home/apt,993,4,5,2016-07-27,0.22,1,56
1859965,Spacious/central/art/known from mag,9703222,Peter,,Indre By,55.69037905375884,12.58858251678649,Entire home/apt,1702,2,10,2017-06-04,0.87,2,362
6555250,"Christianshavn, balcony, canals",34283872,Nanna,,Indre By,55.67605509440252,12.59797965668243,Entire home/apt,803,2,10,2017-06-12,0.41,1,8
4523603,Furnished one bedroom apartment,23450593,Mila,,Indre By,55.68392820715025,12.58715531302597,Entire home/apt,697,2,60,2017-05-07,1.98,1,0
13373233,As central to Copenhagen as it can be!,75951194,Hans Christian,,Indre By,55.678824712852034,12.57019673525828,Private room,563,1,15,2017-05-30,1.23,1,9
17040978,Study dorm in the Centre of Copenhagen,21801394,Benjamin,,Indre By,55.68660603841164,12.579922625422604,Private room,226,1,0,,,1,0
6970126,3 rooms in the heart of Copenhagen,29090392,Emil,,Indre By,55.678231000002064,12.59010994751649,Entire home/apt,2000,1,0,,,1,0
2360896,Large luxury flat in city centre,9900508,Camilla,,Indre By,55.679447274486854,12.563409959728405,Entire home/apt,4500,3,12,2017-06-05,0.32,1,219
7508160,Beautiful Flat with Two Balconies,12051833,Anna,,Indre By,55.6771275604266,12.599068382140548,Entire home/apt,583,4,8,2017-04-16,0.36,2,9
16278638,Charming loft in central Copenhagen.,106475028,Johan,,Indre By,55.67816418062624,12.58808976667297,Entire home/apt,901,3,7,2017-05-22,1.21,1,8
6546961,In the Heart of Copenhagen,34245924,Tina,,Indre By,55.68759392846061,12.586351225295624,Entire home/apt,1252,4,16,2016-08-22,0.67,1,0
13722704,Central cph near parks and lakes,11283877,Siri,,Indre By,55.6893379116812,12.570983235885404,Private room,199,1,1,2016-07-09,0.09,1,0
17327161,Central unique designer home with a NEW balcony,116964590,Christina,,Indre By,55.68212350474096,12.562567634828758,Entire home/apt,960,2,4,2017-06-10,1.19,1,302
746533,Charming warm HOUSEBOAT in Copenhagens heart.,3917384,Kim Og Eva,,Indre By,55.672096393302425,12.577271795564226,Entire home/apt,1099,2,23,2017-06-13,0.62,1,58
4285444,BIG apartment in the Heart of CPH,102003,Kristoffer,,Indre By,55.684635666126916,12.566269528134013,Entire home/apt,1338,2,30,2017-05-27,0.98,1,13
14878242,Enjoy peace in the center of CPH,863486,Carles,,Indre By,55.68695790490282,12.614715035800003,Entire home/apt,1002,5,0,,,2,0
18703301,Cozy apartment in the heart of Copenhagen,6583276,Nifa Marie,,Indre By,55.68141015939943,12.564431656569488,Entire home/apt,748,2,4,2017-05-29,4,1,220
17327022,Quiet oasis in the heart of Copenhagen,116971932,Charlotte,,Indre By,55.69238050672694,12.577637575104148,Entire home/apt,848,5,1,2017-03-14,0.32,1,6
7693191,Spacious apartment in central CPH,6790023,Markus,,Indre By,55.680809643399826,12.568446331935968,Entire home/apt,1497,1,8,2016-05-08,0.45,1,0
11108607,Large modern apartment at the lakes,57705294,Dennis,,Indre By,55.68553225847066,12.563036868479019,Entire home/apt,1500,2,0,,,1,0
16802609,Cosy loft appartement in the heart of Copenhagen,64588984,Lotte Bank,,Indre By,55.68034849825517,12.579975462772609,Private room,801,2,0,,,1,0
