id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
15123122,"Super cozy apartment with a balcony, at the lakes",15137658,Cecilie,,Nrrebro,55.68466576661322,12.560082384862758,Entire home/apt,1000,2,8,2017-04-17,0.96,1,164
4965011,Room in the cosy Copenghagen N.,2664163,Klaus Friis,,Nrrebro,55.692949802851004,12.551838091292227,Private room,603,1,24,2016-01-05,0.83,1,308
17613465,"Spacious, charming apartment, close to everything!",59851714,Camilla,,Nrrebro,55.70119651719576,12.540001905621441,Entire home/apt,477,5,1,2017-04-01,0.39,1,10
13103359,"Central, bright and renovated apt Nørrebro",10560773,Jakob,,Nrrebro,55.6841745012071,12.556069079199208,Entire home/apt,801,3,0,,,1,14
6222053,Nørrebro Apartment,32267530,Jo,,Nrrebro,55.68753104956563,12.549393880793327,Entire home/apt,550,3,44,2017-04-16,1.71,1,2
17621227,Private cosy apartment,2802712,Mette,,Nrrebro,55.7024508945087,12.55801305438397,Entire home/apt,603,2,4,2017-06-10,2.22,1,10
11453074,Apartment with scandinavian feel,48160143,Casper,,Nrrebro,55.69034204429959,12.53931819206091,Entire home/apt,676,2,15,2017-03-16,1.08,1,0
9171190,"Rummeligt hjem, hjertet af Nørrebro",39499590,Sidsel,,Nrrebro,55.702182342853455,12.53973637208043,Entire home/apt,550,1,3,2016-07-13,0.26,1,0
17846872,Small lovely apartment very close to central CPH,83283951,Kaan,,Nrrebro,55.697666483032926,12.553565361146136,Entire home/apt,497,1,4,2017-06-12,1.71,1,18
4178557,"Cozy, bright flat in central Cph!",21679372,Ivanessa,,Nrrebro,55.6979316956838,12.544535484721502,Entire home/apt,477,4,4,2015-11-16,0.15,1,165
574066,Coolest location in Copenhagen,2825377,Andreas Baungård,,Nrrebro,55.69349109287768,12.561769502124509,Entire home/apt,649,1,2,2016-04-30,0.13,2,0
16173843,Dejlig lejlighed,105586029,Tamara,,Nrrebro,55.69327158107151,12.54380792747648,Entire home/apt,497,1,2,2017-04-09,0.42,1,84
13954564,Great appartement in the heart of Nørrebro,9789642,Kasper,,Nrrebro,55.69839321991419,12.55360245376458,Entire home/apt,351,2,2,2016-07-19,0.18,1,0
7335403,Bright room in Copenhagen,10696220,Christina,,Nrrebro,55.702703037207115,12.550217995678148,Private room,444,1,7,2016-03-17,0.32,2,0
18607602,Great located studio with access to citylife,33588442,Thomas,,Nrrebro,55.687201483631014,12.551383733543098,Entire home/apt,477,5,1,2017-05-21,1,1,3
3670070,Cozy loftapartment,13053107,Kirstine,,Nrrebro,55.692736083323375,12.55610510441805,Entire home/apt,603,3,13,2017-04-30,0.88,1,7
13805472,"Cosy home with garden, in the heart of Nørrebro",81221715,Karl,,Nrrebro,55.692468270051606,12.552571923341615,Entire home/apt,523,1,14,2016-10-16,1.25,1,0
15319640,"3 separate Rooms, cozy livingroom Copenhagen",97609585,Andreas M.,,Nrrebro,55.69991935656301,12.542614293846707,Entire home/apt,702,4,2,2016-10-27,0.24,1,16
6734417,Charming one bedroom apartment,1718572,Sandra,,Nrrebro,55.69781978852373,12.553286504700036,Entire home/apt,894,3,2,2016-09-19,0.22,1,22
18410913,"Charming, centrally located flat w. french balcony",7491772,Gry,,Nrrebro,55.693964905839756,12.553116187299755,Entire home/apt,947,4,1,2017-06-04,1,1,1
5303703,145 m2 beautiful modern penthouse,27470013,Tao,,Nrrebro,55.691100984877174,12.55487457032499,Entire home/apt,1298,2,11,2016-10-20,0.74,1,0
14413189,"Modern, raw and elegant apartment close to it all",86911955,Sebastian,,Nrrebro,55.69707630797717,12.556367367478698,Entire home/apt,894,1,17,2017-06-11,1.71,1,173
18804108,"Charming, centrally located flat w. balcony",597815,Filip,,Nrrebro,55.695939709313194,12.545395898743134,Entire home/apt,987,3,2,2017-06-15,2,1,320
4648310,Cosy Studio Apt. with garden,11542512,Camilla,,Nrrebro,55.69331445230465,12.554335207691413,Entire home/apt,669,3,16,2017-04-24,0.54,1,152
15854980,CHEAP TENT TO LET,11942735,Gints,,Nrrebro,55.70355458599134,12.556217964674394,Private room,159,2,5,2017-06-08,3.85,1,192
4506165,Beautifull apartment on Noerrebro,3573099,Nina,,Nrrebro,55.68644070528458,12.559655972690388,Entire home/apt,901,2,14,2017-06-05,0.47,1,286
11649583,Park view apartment in Nørrebro,14178929,Christine,,Nrrebro,55.689004919582004,12.548230399614647,Entire home/apt,404,3,6,2016-07-04,0.42,1,0
17941028,Lovely and bright flat with balcony in Nørrebro,123073263,Anders,,Nrrebro,55.69275193634119,12.54300339458756,Entire home/apt,702,4,1,2017-04-22,0.55,1,3
6090066,Cosy apartment near Nørrebroparken,31605408,Josephine,,Nrrebro,55.69854753107015,12.542214269053586,Entire home/apt,649,10,0,,,1,0
912708,"Family apartment, Nørrebro, Cph, DK",4896895,Malene,,Nrrebro,55.69257536681914,12.545933177766553,Entire home/apt,947,2,25,2017-04-16,0.50,1,200
14991872,Nice apartment close to Copenhagen midtown,64087518,Anna,,Nrrebro,55.69157196722667,12.567716093047373,Entire home/apt,550,1,3,2016-12-27,0.34,1,12
6810924,Cosy & Central room in Copenhagen,12579902,Jannik,,Nrrebro,55.697290918314415,12.553727869997,Private room,497,1,70,2017-02-24,2.88,2,106
19146634,Spacious 3 BR apartment overlooking the lakes,133870740,Anne Mette,,Nrrebro,55.68493232998222,12.557117183083093,Entire home/apt,1199,5,0,,,1,11
7062019,Spacious penthouse - great location.,2895517,Laura,,Nrrebro,55.68832717851483,12.54796722084777,Entire home/apt,748,3,0,,,1,26
10535422,Cosy home in quiet area of Nørrebro,36279638,Anja,,Nrrebro,55.69777887510815,12.550127563279736,Entire home/apt,397,2,1,2016-03-06,0.06,2,0
12315956,Newyorker apartment,59936756,Anna,,Nrrebro,55.689367726942294,12.564143127385828,Entire home/apt,1199,5,0,,,1,0
13619756,"Cheap room in bright, well designed apartment",6162748,Nina,,Nrrebro,55.69133684600258,12.54347330838893,Private room,411,1,32,2017-06-07,2.69,1,103
3927315,Big apartment in Hip CPH,5224221,Majken,,Nrrebro,55.696796630712605,12.548371103585502,Entire home/apt,1398,2,1,2016-06-19,0.08,1,364
5827821,5 room flat located near centre,12250771,Karina Lee,,Nrrebro,55.69510158485967,12.554711450795592,Entire home/apt,1550,1,19,2017-04-23,0.73,2,311
8005501,Luxury king size bed in Copenhagen.,42265439,Rasmus & Kristian,,Nrrebro,55.692163791984385,12.540763648342628,Entire home/apt,1000,5,0,,,1,0
15002854,Super cozy apartment in the middle of Nørrebro,47633299,Marie,,Nrrebro,55.695483804550776,12.548384609604678,Entire home/apt,748,1,5,2017-02-28,0.56,1,247
7098915,Cozy appartment in a popular area,5980029,Ida Frederikke,,Nrrebro,55.69724094910047,12.54245880080539,Entire home/apt,550,3,12,2017-05-01,0.52,1,0
11988168,"Classic, bright Nørrebro apartment",64060505,Andreas,,Nrrebro,55.68936379761105,12.56109139367667,Private room,603,3,30,2017-06-12,2.35,1,20
13823190,Spacious apartment located in the vibrant Nørrebro,21164789,Mette,,Nrrebro,55.70225585418544,12.54595094509719,Entire home/apt,702,3,5,2016-09-11,0.46,1,10
13035991,A true Copenhagen-home,49622396,Josefine,,Nrrebro,55.695202789427206,12.550434529305454,Entire home/apt,1099,1,9,2017-06-04,0.68,1,364
8776125,Well located and light apartment,6715989,Karen Zenia Hal,,Nrrebro,55.690675322312565,12.543267188018486,Entire home/apt,993,1,10,2016-11-06,0.51,1,0
13560221,Discover the multicultural neighborhood Nørrebro!,78125563,Cecilie,,Nrrebro,55.693694299767245,12.554182388295935,Entire home/apt,417,4,2,2016-08-20,0.17,1,0
11238469,Family friendly flat with balcony,58600647,Rasmus,,Nrrebro,55.69835874879247,12.54915581959566,Entire home/apt,801,3,0,,,1,0
1239440,"Large, modernized Apt - Stefansgade",331893,Mikkel,,Nrrebro,55.691973123008786,12.538996021159186,Entire home/apt,1113,5,46,2017-06-12,0.98,1,271
6596335,1 ROOM for 2 in Shared-flat Cph,34301550,Asbjørn,,Nrrebro,55.69902224586628,12.541255932541343,Private room,351,1,0,,,1,0
13430550,"3 vær ud til søerne, 10 min fra metro/tog og City.",76586470,Rikke,,Nrrebro,55.68592509846335,12.560729960192134,Entire home/apt,801,4,0,,,1,0
17690373,Charming apartment in trendy Nørrebro,105356859,Simone,,Nrrebro,55.697359790461846,12.540810460491299,Entire home/apt,649,2,3,2017-05-14,1.02,1,16
16238053,Sunny room in shared apartment,8322460,Anders,,Nrrebro,55.70063371042785,12.547254808730447,Private room,397,2,0,,,3,0
15714309,Copenhagen: Best location,98817960,Malin,,Nrrebro,55.690150358601244,12.563262652153123,Entire home/apt,801,5,2,2017-05-28,0.44,1,0
11792085,"Cosy safe small room, all You need!",26366799,Bolette Athena,,Nrrebro,55.69814876206163,12.55458096084764,Private room,351,3,19,2017-05-15,1.35,2,163
13971582,Redecorated and cozy apartment,83306706,Nadia,,Nrrebro,55.692738273484984,12.560990975847695,Entire home/apt,1000,3,3,2017-05-28,0.31,1,0
14020295,The loveliest spot in Nørrebro!,5565047,Malene Skov,,Nrrebro,55.697036232473096,12.55241312413601,Entire home/apt,550,3,13,2017-06-01,1.17,1,0
17675209,Apartment a few steps from Sankt Hans Torv,80952115,Michelle,,Nrrebro,55.692868339755655,12.560538834353249,Entire home/apt,649,5,14,2017-05-28,6.18,2,138
14937757,Spacious apartment in great location (Nørrebro),20417579,Michael,,Nrrebro,55.688191713364894,12.54906995220999,Entire home/apt,702,2,4,2016-10-14,0.47,1,0
6541934,Charming apartment with balcony,34209964,Cecilie,,Nrrebro,55.68921146823525,12.559428700408874,Entire home/apt,702,1,9,2017-04-15,0.39,1,31
18726682,Nice room in copenhagen with all you need,53577490,Mads Kasper,,Nrrebro,55.69722405854829,12.539390008122199,Private room,391,3,1,2017-05-26,1,3,314
16248432,Home with a lovely balcony in hip Nørrebro,106233747,Mads,,Nrrebro,55.69229728086381,12.540826933345878,Entire home/apt,1252,4,1,2017-03-29,0.19,1,75
18148973,Charming little flat in Nørrebro,12975518,Anna,,Nrrebro,55.69981793673652,12.547161568500217,Entire home/apt,431,3,1,2017-04-12,0.46,1,16
16099261,Spacious Apartment near trendy neighbourhood,4670021,Perseu,,Nrrebro,55.69985257865633,12.540837340555107,Entire home/apt,901,4,1,2017-01-04,0.18,1,18
6274832,"Charming, old appartement, Copenhagen, Nørrebro",23862470,Trine,,Nrrebro,55.68965055859329,12.557471521845695,Entire home/apt,497,4,3,2017-05-29,1.96,1,29
15580934,Lejlighed kun 10 minutter fra centrum,59294204,Sami,,Nrrebro,55.70431428270278,12.545755195598682,Private room,748,1,2,2016-10-26,0.26,2,179
12220506,"Beautiful, bright apartment",21537916,Joel,,Nrrebro,55.68883827497158,12.559389038512618,Entire home/apt,1000,1,0,,,1,0
3598715,Cosy room in a spacious apartment,5085508,Gertrud,,Nrrebro,55.6961332412563,12.539484355836153,Private room,298,1,69,2017-06-11,1.97,1,256
12315016,Modern flat in heart of Nørrebro,2981161,Elisabeth,,Nrrebro,55.69094950078063,12.55840241668751,Entire home/apt,603,3,16,2017-05-23,1.25,1,50
11386621,Cozy apartment in Nørrebro,28149838,Naya,,Nrrebro,55.698005208577676,12.549889065047953,Entire home/apt,550,1,20,2016-12-03,1.31,1,26
4505334,Large and cozy flat in Nørrebro,23364828,Laura Brandt,,Nrrebro,55.70477961433195,12.54717522872557,Entire home/apt,477,1,11,2017-06-04,0.57,1,0
13614833,Cosy apartment in Nørrebro CPH,78821665,Katrine,,Nrrebro,55.70069860223991,12.553612938666982,Entire home/apt,563,1,4,2017-02-19,0.33,1,0
15001986,Perfect located cosy apartment in Nørrebro,12456737,Guadalupe & Jonas,,Nrrebro,55.695727291055604,12.546066476823047,Entire home/apt,702,2,40,2017-06-13,6.35,2,201
8453185,Hyggelig familielejlighed,6819870,Vibe,,Nrrebro,55.70479893452425,12.555212167740716,Entire home/apt,550,4,3,2016-06-10,0.15,1,0
13429111,Large urban appartment in centre of cool Nørrebro,76572395,Rasmus Rosenquist,,Nrrebro,55.68532327841337,12.552219467548221,Entire home/apt,702,5,1,2016-06-28,0.08,1,0
1173872,Newly Renovated Flat with Balcony,6424304,Claus,,Nrrebro,55.6921322202321,12.56395158403841,Entire home/apt,848,3,18,2017-03-12,0.37,1,59
16247151,Cozy and perfect located apartement,16087891,Amelia,,Nrrebro,55.69266909963651,12.559198057065364,Entire home/apt,901,2,0,,,1,0
2746725,Luxurious apartment in Copehagen,4375099,Ida P,,Nrrebro,55.6937697855201,12.548732789853092,Entire home/apt,570,5,5,2015-04-11,0.14,1,22
13035871,Modern penthouse with fantastic terrasse,72066126,Kim,,Nrrebro,55.68830327456269,12.559126080858302,Entire home/apt,1040,3,13,2017-05-29,1.14,1,2
13494600,Cosy and bright apartment in Skt Hans Torv,45664842,Efren,,Nrrebro,55.69090230270034,12.557618939640768,Entire home/apt,603,3,9,2016-11-17,0.75,1,0
12839232,Room in Bright Norrebro Apartment,3448492,Stephanie,,Nrrebro,55.694704830487645,12.539125906920015,Private room,298,2,3,2016-07-06,0.24,2,165
18868538,Cozy Nørrebro flat by the lakes,8625009,Bettina Benedikte,,Nrrebro,55.69159486835363,12.56178655547428,Entire home/apt,649,1,2,2017-05-26,2,1,0
8055092,Light and charming apartment,42543846,Laura,,Nrrebro,55.6932784703208,12.547160065207946,Entire home/apt,1338,3,17,2017-05-28,0.82,1,179
4253995,2 Rs at trendy Nørrebro,22030719,Lene,,Nrrebro,55.69616802033535,12.557620060970482,Entire home/apt,497,4,8,2017-02-18,0.25,1,102
17164574,"Perfect located, cozy room in Nørrebro",10640820,Nina,,Nrrebro,55.69375701252048,12.552214503404516,Private room,252,2,2,2017-06-02,1.11,1,9
15487360,Cozy 1 room apartment in Nørrebro,82661856,Josefine,,Nrrebro,55.692583757257886,12.545523663316773,Private room,305,1,9,2017-05-23,1.12,1,38
6432466,"Baby friendly, CHARMING (& clean) with sun all day",2435208,Cathrine,,Nrrebro,55.69836793517944,12.552790856934982,Entire home/apt,888,7,7,2017-01-01,0.32,1,165
1894635,Awesome Nørrebro apartment.,3281068,Oscar,,Nrrebro,55.68757358424325,12.55853267092342,Private room,291,1,9,2017-06-01,0.21,2,28
13035749,Huge 140 sq appartment in the center of Copenhagen,72065198,Michelle,,Nrrebro,55.69247697507688,12.565492427634803,Entire home/apt,1199,3,1,2016-07-08,0.09,1,0
15965706,"Room for 3, in modern apt, best part of Nørrebro",24789342,Alexander,,Nrrebro,55.690334468309054,12.556604421409029,Private room,603,1,3,2017-05-27,0.55,4,154
13691073,Cozy and bright three roomed apartment,79783973,Winnie,,Nrrebro,55.69465512465715,12.544663295033422,Entire home/apt,874,1,3,2016-07-28,0.27,1,0
13887672,Charming Copenhagen apartment,45787630,Amalie,,Nrrebro,55.69762227728701,12.554614172809456,Entire home/apt,497,1,14,2017-05-22,1.24,1,45
15001761,Spacious apartment in Nørrebro,3576079,Julie,,Nrrebro,55.686884889419645,12.547730652820729,Entire home/apt,702,2,6,2017-06-04,0.70,1,68
13887654,VERY BIG AND BRIGHT APARTMENT IN BEAUTIFUL SQUARE,2946978,Mikkel,,Nrrebro,55.68799501536615,12.546699590476127,Entire home/apt,2000,2,4,2016-10-10,0.37,1,264
13691031,Cozy two-room apartment with sunny balcony,79786773,Kristoffer Balslev,,Nrrebro,55.70427375725803,12.54616405791328,Entire home/apt,417,1,1,2016-07-15,0.09,1,0
14411908,Lovely and bright room close to the heart of Cph,58452086,Anika,,Nrrebro,55.68654164226992,12.547797438543874,Private room,338,4,4,2017-05-28,0.58,1,0
3270753,Hip apartment in central Copenhagen,16538313,Iman,,Nrrebro,55.69112581341013,12.56564278278128,Entire home/apt,689,1,30,2017-06-11,0.83,1,92
3391198,Bright apartment in hip area,17109133,Nina,,Nrrebro,55.69764234794345,12.546486620976971,Entire home/apt,702,2,12,2017-04-14,0.34,1,0
5367884,Perfect location - 68 m2,27687821,Mathias,,Nrrebro,55.69644393153105,12.550809624878829,Entire home/apt,497,4,2,2015-06-10,0.08,1,0
14608444,Stemningsfuld lejlighed med perfekt beliggenhed!,26364135,Bodil Damgaard,,Nrrebro,55.69006893252998,12.539019475910695,Entire home/apt,550,3,1,2017-04-17,0.50,1,0
9168612,Room in big appartment,47717602,Andreas,,Nrrebro,55.69787027448153,12.545500562045543,Private room,497,2,3,2016-09-14,0.23,1,0
12581838,Charming Bright Penthouse,13645726,Nicolaj,,Nrrebro,55.692027747831595,12.5455546765028,Private room,702,5,3,2017-05-24,0.22,2,0
17229507,Spacious penthouse in the heart of Copenhagen,11530592,Adam,,Nrrebro,55.6883786965436,12.554954410459304,Entire home/apt,1099,2,1,2017-06-05,1,1,18
15777485,Skøn 3 værelses lejlighed,49020332,Thea,,Nrrebro,55.697261417296694,12.546885212176507,Entire home/apt,497,1,3,2017-04-15,0.45,1,3
1209802,Large private room in trendy NBRO,1107953,Jostein,,Nrrebro,55.6988607281627,12.539943914731266,Private room,497,1,1,2013-06-17,0.02,1,0
19131249,Spacious and bright flat in the heart of Nørrebro,12688454,Magnus,,Nrrebro,55.69446723759016,12.545046810619109,Entire home/apt,795,5,0,,,1,11
15199066,Trendy apartment with perfect location in Nørrebro,8286011,Toke,,Nrrebro,55.6894160690583,12.563416759299212,Entire home/apt,1298,5,2,2016-11-02,0.26,1,19
2550559,Light and spacious apartment,13057693,Frederik,,Nrrebro,55.6954372487866,12.5468221171485,Entire home/apt,1152,3,7,2017-06-05,0.50,1,364
13822735,Room in great apartment in Nørrebro,5307856,Johannes,,Nrrebro,55.688451266269716,12.559957475659768,Private room,298,5,0,,,1,35
15002339,"Spacious, authentic Copenhagen apartment",94626902,Thore,,Nrrebro,55.68825939956919,12.547267307632303,Entire home/apt,702,2,5,2017-04-16,0.62,1,287
3456694,Cozy apt in CPH perfect for couples,16578793,Andreas,,Nrrebro,55.69920717927937,12.547135927094557,Entire home/apt,702,2,8,2015-08-10,0.23,1,0
16760486,Cosy home in the coolest area!,8753622,Line,,Nrrebro,55.69328223536762,12.559842677259008,Entire home/apt,450,3,7,2017-05-07,1.53,1,0
7229901,Great apt. close to Nørreport st.,26618832,Amanda,,Nrrebro,55.690983464891325,12.560013757236025,Entire home/apt,941,2,8,2016-07-18,0.35,1,0
7006865,Charming central private room,15140055,Christopher,,Nrrebro,55.68958419852107,12.563956243771733,Private room,331,1,8,2017-04-21,0.35,1,44
13656401,Lovely modern Nørrebro studio apartment,5754691,Benny,,Nrrebro,55.69993153419326,12.5513911282234,Entire home/apt,464,3,0,,,1,0
7006846,Cosy apartment in trendy Nørrebro,13640027,Mette,,Nrrebro,55.70081624703258,12.549243361843184,Entire home/apt,450,2,8,2016-08-11,0.35,2,0
18606720,Cosy room in flat,127036880,Martin,,Nrrebro,55.694830057356725,12.55002193363055,Shared room,397,1,4,2017-06-12,4,2,323
706063,VERY Big flat in Copenhagen N,3627943,Niklaus,,Nrrebro,55.694742756289706,12.545160100119682,Entire home/apt,2232,5,44,2016-10-09,1.75,1,0
1389542,Big childfriendly apart. w garden ,7230768,Simon,,Nrrebro,55.693703427711846,12.544843142650075,Entire home/apt,947,2,8,2017-01-03,0.35,1,187
3795519,Perfectly located apartment,19491553,Julie,,Nrrebro,55.693549408584424,12.544334793217937,Entire home/apt,795,3,7,2017-05-28,0.34,2,148
14346760,Big cosy apartment in trendy area of Copenhagen,1245777,Kenneth,,Nrrebro,55.69686131948781,12.543851195858458,Entire home/apt,722,3,3,2016-08-30,0.30,1,39
6416877,2 room apartment in Nørrebro,6434611,Iben,,Nrrebro,55.68861161289938,12.546616423688787,Entire home/apt,450,3,8,2017-02-04,0.33,1,0
4018463,Lovely cozy room,20835812,Louise,,Nrrebro,55.69546818655858,12.560290237023253,Private room,550,1,4,2015-12-06,0.12,1,0
13428386,Renting out a room in apartment in central Cph.,76496748,Anna Frida,,Nrrebro,55.69924469191195,12.54112694738904,Private room,232,4,5,2016-08-01,0.44,1,0
13821586,"room, 1 person near Cph center",32503705,KAsper,,Nrrebro,55.686503543567085,12.55668909368493,Private room,325,1,15,2017-05-30,1.32,4,348
13166214,4 people apartment at best location,72716360,Christina Maria,,Nrrebro,55.690859201546985,12.55843265276914,Entire home/apt,1199,2,14,2017-05-14,1.10,1,0
11714183,2 room appartement in Copenhagen N,33046235,Pernille,,Nrrebro,55.6993066815825,12.554853001456307,Entire home/apt,450,1,2,2016-04-20,0.14,1,0
9485933,Room in the heart of Copenhagen,12003634,Pernille,,Nrrebro,55.69961252583957,12.556182337509323,Private room,497,1,7,2017-06-11,0.58,2,76
3466812,Cosy 1 bdr apt in lively Nørrebro,16689648,Thelma,,Nrrebro,55.69815449605078,12.541526636651358,Entire home/apt,450,6,14,2017-04-17,0.40,1,0
14214713,Modern studio apartment in the heart of Copenhagen,16559126,Lukas,,Nrrebro,55.688796434961304,12.554034889450334,Entire home/apt,298,7,2,2016-07-31,0.19,1,0
7267895,3v lejlighed med to soveværelser,38055154,Britt,,Nrrebro,55.69988132609727,12.55413384880121,Entire home/apt,649,2,5,2016-08-28,0.23,1,0
7923233,Lovely room in Copenhagen apartment (Nørrebro),21557573,Signe,,Nrrebro,55.68777459554681,12.546321147497508,Private room,550,1,5,2016-08-28,0.41,1,0
12314140,5 balconies with Copenhagen view,1229009,Claus,,Nrrebro,55.68544720949778,12.55940486271545,Entire home/apt,1497,3,4,2016-07-27,0.35,1,0
14542374,Spacious family apartment close to everything.,89986413,Thomas,,Nrrebro,55.697516465023405,12.553871065643376,Entire home/apt,676,2,1,2016-09-18,0.11,1,0
6874641,100 kvm ved søerne,36026995,Karin,,Nrrebro,55.68941142725302,12.562280872941777,Entire home/apt,1000,1,13,2017-05-27,0.58,1,354
6929996,Great room in lovely Nørrebro,36329337,Pernille,,Nrrebro,55.69719993938378,12.540848338999847,Private room,358,1,0,,,1,0
11724273,Charming and cosy apartment,62262149,Asger,,Nrrebro,55.69651636619606,12.555495501214532,Entire home/apt,788,1,18,2017-06-14,1.25,1,338
7923155,Hygge Apartment & Hip Neighborhood!,7261303,Jen,,Nrrebro,55.698617913086366,12.540096952866582,Entire home/apt,927,2,0,,,1,0
18136621,Large and bright four room apartment in Nørrebro,2467400,Martin,,Nrrebro,55.6935368753435,12.548510320416378,Entire home/apt,1802,2,0,,,1,70
10872268,112 m2 bright apartment central Copenhagen,19479970,Kaspar,,Nrrebro,55.68520691752022,12.558773695754626,Entire home/apt,848,21,6,2017-01-02,0.47,1,311
3259942,3 room apartment Nørrebro,9439033,Mette,,Nrrebro,55.70159062789295,12.548358529258984,Entire home/apt,497,1,1,2015-06-24,0.04,1,0
17350183,Lovely appartment with a view of the lakes!,1547066,Mille,,Nrrebro,55.68310512195436,12.557717847357463,Entire home/apt,901,2,3,2017-05-27,0.87,1,36
18671004,Light and welcoming 3 room apartment,2540996,Carolina,,Nrrebro,55.70289374853063,12.53910115796576,Entire home/apt,497,3,0,,,1,10
8709497,Double bedroom in cosy 2-room apartment,4188198,Morten,,Nrrebro,55.7003602934767,12.540433296652699,Private room,298,3,6,2016-08-19,0.30,3,0
6743353,Hyggeligt værelse på hippe Nørrebro,27601052,Line,,Nrrebro,55.68988382620182,12.544003542553385,Private room,391,3,47,2017-06-04,2.33,1,293
18474302,Lovely apartment in Cph (60 m2),98184022,Celina,,Nrrebro,55.702289212037314,12.541756940443584,Entire home/apt,702,1,0,,,1,201
13886703,Cozy apartment in trendy Nørrebro!,3226450,Nanna,,Nrrebro,55.69270408356859,12.539904778355321,Entire home/apt,497,1,12,2017-05-21,1.07,1,9
7398603,Bright and cozy flat in Nørrebro,38764453,Alberte,,Nrrebro,55.70208421068274,12.541269744040113,Entire home/apt,947,1,9,2016-07-03,0.59,1,131
17163460,Cozy apartment with balcony and unique location.,26615053,Rebecca,,Nrrebro,55.69145797696795,12.5557010181131,Entire home/apt,821,2,5,2017-05-31,2.46,1,71
3599274,Cosy room for one person,3253451,Miguel,,Nrrebro,55.69041636623073,12.555435956882189,Private room,364,3,8,2017-04-01,0.23,1,238
13429670,New - lot of sun - central - 3 rooms - Baldersgade,6586506,Ove,,Nrrebro,55.70007375006231,12.545927036681922,Entire home/apt,947,10,0,,,1,0
3206045,Nørrebro Cozy1B great for a couple ,16244474,Jeremy,,Nrrebro,55.69958611512698,12.541212244732627,Entire home/apt,450,3,7,2017-05-09,0.20,1,165
3428844,Cozy apartment in cool neighborhood,17282368,Ann-Sophie,,Nrrebro,55.68661984164796,12.552278452958436,Entire home/apt,801,2,9,2017-05-21,0.59,1,358
3532818,Charming apt. in hip Nørrebro area,4958063,Lærke,,Nrrebro,55.692540652193934,12.547872443657392,Entire home/apt,748,2,25,2016-01-18,0.74,1,0
2156558,Bright and comfortable apartment in Nørrebro,11005772,Bjarke,,Nrrebro,55.694747343359715,12.53920050485539,Entire home/apt,550,2,16,2017-05-06,0.45,1,17
17295365,Nice apartment with amazing location in Nørrebro,54524936,Aage,,Nrrebro,55.68978839182568,12.560401243213626,Entire home/apt,1298,3,19,2017-06-10,6.63,1,16
17491964,Clean&Cheap (Breakfast Incl) (Key C2),6042591,GoodLife Café,,Nrrebro,55.69792922409704,12.544092840716948,Shared room,185,1,4,2017-05-14,1.58,29,3
1435608,Live in the heart of Noerrebro,7498501,David,,Nrrebro,55.686305048189,12.556632875672095,Entire home/apt,748,5,43,2017-01-29,0.92,1,128
4646799,Cool Nordic Flat @ Nørrebro w/bikes,24057220,Line,,Nrrebro,55.69513756651091,12.544805469611838,Entire home/apt,768,3,27,2017-05-28,0.99,1,28
3467145,Cozy apartment in Nørrebro CPH,16692536,Sidsel,,Nrrebro,55.702453423727974,12.542670138392937,Entire home/apt,550,4,1,2014-07-20,0.03,1,0
3598205,"Charming, cozy, central CPH-flat",18129320,Ema,,Nrrebro,55.70317172345349,12.556349725447888,Private room,331,2,5,2016-05-30,0.14,1,0
7333749,Central couple friendly apartment,38422869,Alexander,,Nrrebro,55.69820468057136,12.55370579666754,Entire home/apt,450,1,1,2015-08-23,0.05,1,0
1287827,Great atelier apartment.,7003662,Anne Charlotte,,Nrrebro,55.69281754084133,12.545806229475689,Entire home/apt,1099,3,15,2017-05-28,1.12,1,12
8251219,Cozy apartment in the heart of cph,32567606,Lea,,Nrrebro,55.68228422195266,12.555319804016346,Entire home/apt,649,4,19,2017-04-18,0.89,1,6
18501945,Nice apartment at Nørrebro (Quiet area),128398309,Ida,,Nrrebro,55.70063042320191,12.55342027112238,Entire home/apt,397,4,3,2017-06-04,1.96,1,0
8447815,"Light, quiet apartment in trendy neighbourhood.",34207529,Bettina Vernimmen,,Nrrebro,55.69828038602191,12.55463046014489,Entire home/apt,417,8,0,,,1,0
14739263,Cozy apartment in trendy Nørrebro,91817074,Nana,,Nrrebro,55.698111022679136,12.543217436471286,Entire home/apt,550,2,9,2017-05-28,1.00,1,9
11897471,"Central nice flat, big balcony, 3sleep",5648721,Annie,,Nrrebro,55.68654601229489,12.546790490235926,Entire home/apt,676,4,5,2016-07-14,0.38,1,16
4433542,Cosy apartment in Nørrebro,19277413,Stella,,Nrrebro,55.70086451562669,12.539885619463593,Entire home/apt,497,1,5,2016-09-11,0.20,2,165
14739224,Hygge 61 Østerbro,91817156,Thomas,,Nrrebro,55.70752106534948,12.555052943300458,Entire home/apt,603,2,30,2017-06-01,3.36,1,206
19013820,Cozy and clean home in hip Nørrebro,8251940,Lasse,,Nrrebro,55.703464642323425,12.546675744159288,Entire home/apt,550,2,1,2017-06-11,1,1,8
13414140,Lovely 2bedroom apartment in the heart of Nørrebro,76411796,Malte August,,Nrrebro,55.691416716424,12.544218610296634,Entire home/apt,497,1,12,2017-05-28,1.06,1,24
